model_id,model_name,author,downloads,likes,tags,pipeline_tag,gated,hf_url,inference_api
microsoft/phi-4,phi-4,microsoft,796315,2243,"transformers,safetensors,phi3,text-generation,phi,nlp,math,code,chat,conversational,en,arxiv:2412.08905,license:mit,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/microsoft/phi-4,https://api-inference.huggingface.co/models/microsoft/phi-4/v1
nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-BF16,NVIDIA-Nemotron-3-Super-120B-A12B-BF16,nvidia,779875,365,"transformers,safetensors,nemotron_h,text-generation,nvidia,pytorch,nemotron-3,latent-moe,mtp,conversational,custom_code,en,fr,es,it,de,ja,zh,dataset:nvidia/nemotron-post-training-v3,dataset:nvidia/nemotron-pre-training-datasets,arxiv:2512.20848,arxiv:2512.20856,license:other,eval-results,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-BF16,https://api-inference.huggingface.co/models/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-BF16/v1
hugging-quants/Llama-3.2-1B-Instruct-Q8_0-GGUF,Llama-3.2-1B-Instruct-Q8_0-GGUF,hugging-quants,779406,46,"gguf,facebook,meta,pytorch,llama,llama-3,llama-cpp,gguf-my-repo,text-generation,en,de,fr,it,pt,hi,es,th,base_model:meta-llama/Llama-3.2-1B-Instruct,base_model:quantized:meta-llama/Llama-3.2-1B-Instruct,endpoints_compatible,region:us,conversational",,False,https://huggingface.co/hugging-quants/Llama-3.2-1B-Instruct-Q8_0-GGUF,https://api-inference.huggingface.co/models/hugging-quants/Llama-3.2-1B-Instruct-Q8_0-GGUF/v1
kaitchup/Phi-3-mini-4k-instruct-gptq-4bit,Phi-3-mini-4k-instruct-gptq-4bit,kaitchup,774454,2,"transformers,safetensors,phi3,text-generation,conversational,custom_code,arxiv:1910.09700,text-generation-inference,endpoints_compatible,4-bit,gptq,region:us",,False,https://huggingface.co/kaitchup/Phi-3-mini-4k-instruct-gptq-4bit,https://api-inference.huggingface.co/models/kaitchup/Phi-3-mini-4k-instruct-gptq-4bit/v1
meta-llama/Llama-3.1-70B-Instruct,Llama-3.1-70B-Instruct,meta-llama,766100,916,"transformers,safetensors,llama,text-generation,facebook,meta,pytorch,llama-3,conversational,en,de,fr,it,pt,hi,es,th,arxiv:2204.05149,base_model:meta-llama/Llama-3.1-70B,base_model:finetune:meta-llama/Llama-3.1-70B,license:llama3.1,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/meta-llama/Llama-3.1-70B-Instruct,https://api-inference.huggingface.co/models/meta-llama/Llama-3.1-70B-Instruct/v1
sakamakismile/Qwen3.6-27B-Text-NVFP4-MTP,Qwen3.6-27B-Text-NVFP4-MTP,sakamakismile,765498,57,"transformers,safetensors,qwen3_5,image-text-to-text,qwen3.6,nvfp4,quantized,modelopt,mtp,speculative-decoding,blackwell,text-only,text-generation,conversational,en,zh,ja,ko,fr,de,es,it,pt,ru,ar,base_model:Qwen/Qwen3.6-27B,base_model:quantized:Qwen/Qwen3.6-27B,license:apache-2.0,endpoints_compatible,8-bit,region:us",,False,https://huggingface.co/sakamakismile/Qwen3.6-27B-Text-NVFP4-MTP,https://api-inference.huggingface.co/models/sakamakismile/Qwen3.6-27B-Text-NVFP4-MTP/v1
Qwen/Qwen3-4B-Base,Qwen3-4B-Base,Qwen,735270,91,"transformers,safetensors,qwen3,text-generation,conversational,arxiv:2505.09388,license:apache-2.0,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/Qwen/Qwen3-4B-Base,https://api-inference.huggingface.co/models/Qwen/Qwen3-4B-Base/v1
microsoft/Phi-tiny-MoE-instruct,Phi-tiny-MoE-instruct,microsoft,717959,38,"transformers,safetensors,phimoe,text-generation,conversational,custom_code,en,arxiv:2506.18349,arxiv:2404.14219,arxiv:2409.12136,license:mit,region:us",,False,https://huggingface.co/microsoft/Phi-tiny-MoE-instruct,https://api-inference.huggingface.co/models/microsoft/Phi-tiny-MoE-instruct/v1
microsoft/Phi-3-mini-4k-instruct,Phi-3-mini-4k-instruct,microsoft,717332,1422,"transformers,safetensors,phi3,text-generation,nlp,code,conversational,custom_code,en,fr,license:mit,eval-results,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/microsoft/Phi-3-mini-4k-instruct,https://api-inference.huggingface.co/models/microsoft/Phi-3-mini-4k-instruct/v1
MiniMaxAI/MiniMax-M2.7,MiniMax-M2.7,MiniMaxAI,712905,1140,"transformers,safetensors,minimax_m2,text-generation,conversational,custom_code,license:other,eval-results,endpoints_compatible,fp8,region:us",,False,https://huggingface.co/MiniMaxAI/MiniMax-M2.7,https://api-inference.huggingface.co/models/MiniMaxAI/MiniMax-M2.7/v1
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai,710255,1510,"transformers,safetensors,qwen2,text-generation,conversational,arxiv:2501.12948,license:mit,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,https://api-inference.huggingface.co/models/deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B/v1
google/t5gemma-s-s-prefixlm,t5gemma-s-s-prefixlm,google,703717,4,"transformers,safetensors,t5gemma,text2text-generation,arxiv:2504.06225,arxiv:2009.03300,arxiv:1905.07830,arxiv:1911.11641,arxiv:1905.10044,arxiv:1907.10641,arxiv:1911.01547,arxiv:1705.03551,arxiv:2107.03374,arxiv:2108.07732,arxiv:2110.14168,arxiv:2103.03874,arxiv:2304.06364,arxiv:2206.04615,base_model:google/t5gemma-s-s-prefixlm,base_model:finetune:google/t5gemma-s-s-prefixlm,license:gemma,endpoints_compatible,region:us",,False,https://huggingface.co/google/t5gemma-s-s-prefixlm,https://api-inference.huggingface.co/models/google/t5gemma-s-s-prefixlm/v1
Qwen/Qwen2-7B-Instruct,Qwen2-7B-Instruct,Qwen,694399,684,"transformers,safetensors,qwen2,text-generation,chat,conversational,en,arxiv:2309.00071,base_model:Qwen/Qwen2-7B,base_model:finetune:Qwen/Qwen2-7B,license:apache-2.0,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/Qwen/Qwen2-7B-Instruct,https://api-inference.huggingface.co/models/Qwen/Qwen2-7B-Instruct/v1
microsoft/Phi-3.5-mini-instruct,Phi-3.5-mini-instruct,microsoft,685628,981,"transformers,safetensors,phi3,text-generation,nlp,code,conversational,custom_code,multilingual,arxiv:2404.14219,arxiv:2407.13833,arxiv:2403.06412,license:mit,eval-results,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/microsoft/Phi-3.5-mini-instruct,https://api-inference.huggingface.co/models/microsoft/Phi-3.5-mini-instruct/v1
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,DeepSeek-R1-Distill-Qwen-32B,deepseek-ai,670331,1561,"transformers,safetensors,qwen2,text-generation,conversational,arxiv:2501.12948,license:mit,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,https://api-inference.huggingface.co/models/deepseek-ai/DeepSeek-R1-Distill-Qwen-32B/v1
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,DeepSeek-R1-Distill-Qwen-7B,deepseek-ai,666257,833,"transformers,safetensors,qwen2,text-generation,conversational,arxiv:2501.12948,license:mit,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,https://api-inference.huggingface.co/models/deepseek-ai/DeepSeek-R1-Distill-Qwen-7B/v1
cyankiwi/GLM-4.7-Flash-AWQ-4bit,GLM-4.7-Flash-AWQ-4bit,cyankiwi,661734,53,"transformers,safetensors,glm4_moe_lite,text-generation,conversational,en,zh,arxiv:2508.06471,base_model:zai-org/GLM-4.7-Flash,base_model:quantized:zai-org/GLM-4.7-Flash,license:mit,endpoints_compatible,compressed-tensors,region:us",,False,https://huggingface.co/cyankiwi/GLM-4.7-Flash-AWQ-4bit,https://api-inference.huggingface.co/models/cyankiwi/GLM-4.7-Flash-AWQ-4bit/v1
state-spaces/mamba-130m-hf,mamba-130m-hf,state-spaces,654408,72,"transformers,safetensors,mamba,text-generation,text-generation-inference,endpoints_compatible,region:us,deploy:azure",,False,https://huggingface.co/state-spaces/mamba-130m-hf,https://api-inference.huggingface.co/models/state-spaces/mamba-130m-hf/v1
hmellor/tiny-random-BambaForCausalLM,tiny-random-BambaForCausalLM,hmellor,651765,0,"transformers,safetensors,bamba,text-generation,arxiv:1910.09700,endpoints_compatible,region:us",,False,https://huggingface.co/hmellor/tiny-random-BambaForCausalLM,https://api-inference.huggingface.co/models/hmellor/tiny-random-BambaForCausalLM/v1
EleutherAI/gpt-neo-2.7B,gpt-neo-2.7B,EleutherAI,642479,502,"transformers,pytorch,jax,rust,safetensors,gpt_neo,text-generation,text generation,causal-lm,en,dataset:EleutherAI/pile,arxiv:2101.00027,license:mit,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/EleutherAI/gpt-neo-2.7B,https://api-inference.huggingface.co/models/EleutherAI/gpt-neo-2.7B/v1
hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,Meta-Llama-3.1-8B-Instruct-AWQ-INT4,hugging-quants,625694,90,"transformers,safetensors,llama,text-generation,llama-3.1,meta,autoawq,conversational,en,de,fr,it,pt,hi,es,th,license:llama3.1,text-generation-inference,endpoints_compatible,4-bit,awq,deploy:azure,region:us",,False,https://huggingface.co/hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,https://api-inference.huggingface.co/models/hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4/v1
Maykeye/TinyLLama-v0,TinyLLama-v0,Maykeye,624161,43,"transformers,pytorch,onnx,safetensors,llama,text-generation,license:apache-2.0,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/Maykeye/TinyLLama-v0,https://api-inference.huggingface.co/models/Maykeye/TinyLLama-v0/v1
facebook/opt-1.3b,opt-1.3b,facebook,594124,184,"transformers,pytorch,tf,jax,opt,text-generation,en,arxiv:2205.01068,arxiv:2005.14165,license:other,text-generation-inference,region:us,deploy:azure",,False,https://huggingface.co/facebook/opt-1.3b,https://api-inference.huggingface.co/models/facebook/opt-1.3b/v1
Qwen/Qwen2.5-Coder-1.5B-Instruct,Qwen2.5-Coder-1.5B-Instruct,Qwen,594121,122,"transformers,safetensors,qwen2,text-generation,code,codeqwen,chat,qwen,qwen-coder,conversational,en,arxiv:2409.12186,arxiv:2407.10671,base_model:Qwen/Qwen2.5-Coder-1.5B,base_model:finetune:Qwen/Qwen2.5-Coder-1.5B,license:apache-2.0,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/Qwen/Qwen2.5-Coder-1.5B-Instruct,https://api-inference.huggingface.co/models/Qwen/Qwen2.5-Coder-1.5B-Instruct/v1
deepseek-ai/DeepSeek-V3-0324,DeepSeek-V3-0324,deepseek-ai,591777,3117,"transformers,safetensors,deepseek_v3,text-generation,conversational,custom_code,arxiv:2412.19437,license:mit,eval-results,text-generation-inference,endpoints_compatible,fp8,region:us",,False,https://huggingface.co/deepseek-ai/DeepSeek-V3-0324,https://api-inference.huggingface.co/models/deepseek-ai/DeepSeek-V3-0324/v1
Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,Qwen3-235B-A22B-Instruct-2507-FP8,Qwen,578366,147,"transformers,safetensors,qwen3_moe,text-generation,conversational,arxiv:2505.09388,base_model:Qwen/Qwen3-235B-A22B-Instruct-2507,base_model:quantized:Qwen/Qwen3-235B-A22B-Instruct-2507,license:apache-2.0,endpoints_compatible,fp8,deploy:azure,region:us",,False,https://huggingface.co/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,https://api-inference.huggingface.co/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8/v1
zerofata/L3.3-GeneticLemonade-Final-v2-70B,L3.3-GeneticLemonade-Final-v2-70B,zerofata,572685,11,"transformers,safetensors,llama,text-generation,conversational,dataset:zerofata/Roleplay-Anime-Characters,dataset:zerofata/Instruct-Anime-CreativeWriting,dataset:zerofata/Summaries-Anime-FandomPages,base_model:zerofata/L3.3-GeneticLemonade-Final-70B,base_model:finetune:zerofata/L3.3-GeneticLemonade-Final-70B,license:llama3,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/zerofata/L3.3-GeneticLemonade-Final-v2-70B,https://api-inference.huggingface.co/models/zerofata/L3.3-GeneticLemonade-Final-v2-70B/v1
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-NVFP4,NVIDIA-Nemotron-3-Nano-30B-A3B-NVFP4,nvidia,570700,151,"transformers,safetensors,nemotron_h,text-generation,nvidia,pytorch,conversational,custom_code,en,es,fr,de,ja,it,dataset:nvidia/Nemotron-Pretraining-Code-v1,dataset:nvidia/Nemotron-CC-v2,dataset:nvidia/Nemotron-Pretraining-SFT-v1,dataset:nvidia/Nemotron-CC-Math-v1,dataset:nvidia/Nemotron-Pretraining-Code-v2,dataset:nvidia/Nemotron-Pretraining-Specialized-v1,dataset:nvidia/Nemotron-CC-v2.1,dataset:nvidia/Nemotron-CC-Code-v1,dataset:nvidia/Nemotron-Pretraining-Dataset-sample,dataset:nvidia/Nemotron-Competitive-Programming-v1,dataset:nvidia/Nemotron-Math-v2,dataset:nvidia/Nemotron-Agentic-v1,dataset:nvidia/Nemotron-Math-Proofs-v1,dataset:nvidia/Nemotron-Instruction-Following-Chat-v1,dataset:nvidia/Nemotron-Science-v1,dataset:nvidia/Nemotron-3-Nano-RL-Training-Blend,arxiv:2512.20848,arxiv:2512.20856,arxiv:2601.20088,base_model:nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16,base_model:quantized:nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16,license:other,endpoints_compatible,8-bit,region:us",,False,https://huggingface.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-NVFP4,https://api-inference.huggingface.co/models/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-NVFP4/v1
peft-internal-testing/tiny-random-OPTForCausalLM,tiny-random-OPTForCausalLM,peft-internal-testing,569759,0,"transformers,safetensors,opt,text-generation,arxiv:1910.09700,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/peft-internal-testing/tiny-random-OPTForCausalLM,https://api-inference.huggingface.co/models/peft-internal-testing/tiny-random-OPTForCausalLM/v1
QuantTrio/DeepSeek-V3.2-AWQ,DeepSeek-V3.2-AWQ,QuantTrio,569170,11,"transformers,safetensors,deepseek_v32,text-generation,vLLM,AWQ,conversational,base_model:deepseek-ai/DeepSeek-V3.2,base_model:quantized:deepseek-ai/DeepSeek-V3.2,license:mit,endpoints_compatible,4-bit,awq,region:us",,False,https://huggingface.co/QuantTrio/DeepSeek-V3.2-AWQ,https://api-inference.huggingface.co/models/QuantTrio/DeepSeek-V3.2-AWQ/v1
deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,DeepSeek-R1-Distill-Qwen-14B,deepseek-ai,566920,648,"transformers,safetensors,qwen2,text-generation,conversational,arxiv:2501.12948,license:mit,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,https://api-inference.huggingface.co/models/deepseek-ai/DeepSeek-R1-Distill-Qwen-14B/v1
Qwen/Qwen3-Coder-Next-FP8,Qwen3-Coder-Next-FP8,Qwen,559890,147,"transformers,safetensors,qwen3_next,text-generation,conversational,license:apache-2.0,endpoints_compatible,fp8,deploy:azure,region:us",,False,https://huggingface.co/Qwen/Qwen3-Coder-Next-FP8,https://api-inference.huggingface.co/models/Qwen/Qwen3-Coder-Next-FP8/v1
Qwen/Qwen2.5-Coder-7B,Qwen2.5-Coder-7B,Qwen,556712,146,"transformers,safetensors,qwen2,text-generation,code,qwen,qwen-coder,codeqwen,conversational,en,arxiv:2409.12186,arxiv:2309.00071,arxiv:2407.10671,base_model:Qwen/Qwen2.5-7B,base_model:finetune:Qwen/Qwen2.5-7B,license:apache-2.0,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/Qwen/Qwen2.5-Coder-7B,https://api-inference.huggingface.co/models/Qwen/Qwen2.5-Coder-7B/v1
Qwen/Qwen2-0.5B,Qwen2-0.5B,Qwen,555207,166,"transformers,safetensors,qwen2,text-generation,pretrained,conversational,en,license:apache-2.0,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/Qwen/Qwen2-0.5B,https://api-inference.huggingface.co/models/Qwen/Qwen2-0.5B/v1
microsoft/phi-2,phi-2,microsoft,549755,3456,"transformers,safetensors,phi,text-generation,nlp,code,en,license:mit,text-generation-inference,endpoints_compatible,region:us,deploy:azure",,False,https://huggingface.co/microsoft/phi-2,https://api-inference.huggingface.co/models/microsoft/phi-2/v1
RedHatAI/Meta-Llama-3.1-8B-Instruct-FP8,Meta-Llama-3.1-8B-Instruct-FP8,RedHatAI,544174,44,"transformers,safetensors,llama,text-generation,fp8,vllm,conversational,en,de,fr,it,pt,hi,es,th,base_model:meta-llama/Llama-3.1-8B-Instruct,base_model:quantized:meta-llama/Llama-3.1-8B-Instruct,license:llama3.1,text-generation-inference,endpoints_compatible,compressed-tensors,region:us",,False,https://huggingface.co/RedHatAI/Meta-Llama-3.1-8B-Instruct-FP8,https://api-inference.huggingface.co/models/RedHatAI/Meta-Llama-3.1-8B-Instruct-FP8/v1
Qwen/Qwen2.5-3B,Qwen2.5-3B,Qwen,540535,180,"safetensors,qwen2,text-generation,conversational,en,arxiv:2407.10671,license:other,region:us",,False,https://huggingface.co/Qwen/Qwen2.5-3B,https://api-inference.huggingface.co/models/Qwen/Qwen2.5-3B/v1
Qwen/Qwen2.5-3B-Instruct-AWQ,Qwen2.5-3B-Instruct-AWQ,Qwen,537108,16,"transformers,safetensors,qwen2,text-generation,chat,conversational,en,arxiv:2407.10671,base_model:Qwen/Qwen2.5-3B-Instruct,base_model:quantized:Qwen/Qwen2.5-3B-Instruct,license:other,text-generation-inference,endpoints_compatible,4-bit,awq,region:us",,False,https://huggingface.co/Qwen/Qwen2.5-3B-Instruct-AWQ,https://api-inference.huggingface.co/models/Qwen/Qwen2.5-3B-Instruct-AWQ/v1
Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,Qwen,530838,72,"transformers,safetensors,qwen3,text-generation,conversational,arxiv:2505.09388,license:apache-2.0,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/Qwen/Qwen3-1.7B-Base,https://api-inference.huggingface.co/models/Qwen/Qwen3-1.7B-Base/v1
Qwen/Qwen3-4B-Thinking-2507,Qwen3-4B-Thinking-2507,Qwen,529361,589,"transformers,safetensors,qwen3,text-generation,conversational,arxiv:2505.09388,license:apache-2.0,eval-results,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/Qwen/Qwen3-4B-Thinking-2507,https://api-inference.huggingface.co/models/Qwen/Qwen3-4B-Thinking-2507/v1
QuantTrio/Qwen3-Coder-30B-A3B-Instruct-AWQ,Qwen3-Coder-30B-A3B-Instruct-AWQ,QuantTrio,529332,8,"transformers,safetensors,qwen3_moe,text-generation,AWQ,量化修复,vLLM,conversational,arxiv:2505.09388,base_model:Qwen/Qwen3-Coder-30B-A3B-Instruct,base_model:quantized:Qwen/Qwen3-Coder-30B-A3B-Instruct,license:apache-2.0,endpoints_compatible,4-bit,awq,region:us",,False,https://huggingface.co/QuantTrio/Qwen3-Coder-30B-A3B-Instruct-AWQ,https://api-inference.huggingface.co/models/QuantTrio/Qwen3-Coder-30B-A3B-Instruct-AWQ/v1
kosbu/Llama-3.3-70B-Instruct-AWQ,Llama-3.3-70B-Instruct-AWQ,kosbu,518528,11,"transformers,safetensors,llama,text-generation,facebook,meta,llama-3,awq,conversational,en,fr,it,pt,hi,es,th,de,base_model:meta-llama/Llama-3.3-70B-Instruct,base_model:quantized:meta-llama/Llama-3.3-70B-Instruct,license:llama3.3,text-generation-inference,endpoints_compatible,4-bit,deploy:azure,region:us",,False,https://huggingface.co/kosbu/Llama-3.3-70B-Instruct-AWQ,https://api-inference.huggingface.co/models/kosbu/Llama-3.3-70B-Instruct-AWQ/v1
Qwen/Qwen3-1.7B-GPTQ-Int8,Qwen3-1.7B-GPTQ-Int8,Qwen,517071,7,"transformers,safetensors,qwen3,text-generation,conversational,arxiv:2505.09388,base_model:Qwen/Qwen3-1.7B,base_model:quantized:Qwen/Qwen3-1.7B,license:apache-2.0,text-generation-inference,endpoints_compatible,8-bit,gptq,region:us",,False,https://huggingface.co/Qwen/Qwen3-1.7B-GPTQ-Int8,https://api-inference.huggingface.co/models/Qwen/Qwen3-1.7B-GPTQ-Int8/v1
bigscience/bloom-560m,bloom-560m,bigscience,516906,373,"transformers,pytorch,jax,onnx,safetensors,bloom,text-generation,ak,ar,as,bm,bn,ca,code,en,es,eu,fon,fr,gu,hi,id,ig,ki,kn,lg,ln,ml,mr,ne,nso,ny,or,pa,pt,rn,rw,sn,st,sw,ta,te,tn,ts,tum,tw,ur,vi,wo,xh,yo,zh,zhs,zht,zu,arxiv:1909.08053,arxiv:2110.02861,arxiv:2108.12409,license:bigscience-bloom-rail-1.0,text-generation-inference,endpoints_compatible,region:us,deploy:azure",,False,https://huggingface.co/bigscience/bloom-560m,https://api-inference.huggingface.co/models/bigscience/bloom-560m/v1
cyankiwi/Qwen3-Next-80B-A3B-Instruct-AWQ-4bit,Qwen3-Next-80B-A3B-Instruct-AWQ-4bit,cyankiwi,516613,64,"transformers,safetensors,qwen3_next,text-generation,conversational,arxiv:2309.00071,arxiv:2404.06654,arxiv:2505.09388,arxiv:2501.15383,base_model:Qwen/Qwen3-Next-80B-A3B-Instruct,base_model:quantized:Qwen/Qwen3-Next-80B-A3B-Instruct,license:apache-2.0,endpoints_compatible,compressed-tensors,region:us",,False,https://huggingface.co/cyankiwi/Qwen3-Next-80B-A3B-Instruct-AWQ-4bit,https://api-inference.huggingface.co/models/cyankiwi/Qwen3-Next-80B-A3B-Instruct-AWQ-4bit/v1
Qwen/Qwen3-0.6B-Base,Qwen3-0.6B-Base,Qwen,507232,169,"transformers,safetensors,qwen3,text-generation,conversational,arxiv:2505.09388,license:apache-2.0,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/Qwen/Qwen3-0.6B-Base,https://api-inference.huggingface.co/models/Qwen/Qwen3-0.6B-Base/v1
HuggingFaceM4/tiny-random-LlamaForCausalLM,tiny-random-LlamaForCausalLM,HuggingFaceM4,504565,20,"transformers,pytorch,llama,text-generation,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/HuggingFaceM4/tiny-random-LlamaForCausalLM,https://api-inference.huggingface.co/models/HuggingFaceM4/tiny-random-LlamaForCausalLM/v1
deepseek-ai/DeepSeek-V2-Lite,DeepSeek-V2-Lite,deepseek-ai,499803,175,"transformers,safetensors,deepseek_v2,text-generation,conversational,custom_code,arxiv:2405.04434,license:other,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/deepseek-ai/DeepSeek-V2-Lite,https://api-inference.huggingface.co/models/deepseek-ai/DeepSeek-V2-Lite/v1
Qwen/Qwen2.5-32B-Instruct-GPTQ-Int4,Qwen2.5-32B-Instruct-GPTQ-Int4,Qwen,498935,40,"transformers,safetensors,qwen2,text-generation,chat,conversational,en,arxiv:2309.00071,arxiv:2407.10671,base_model:Qwen/Qwen2.5-32B-Instruct,base_model:quantized:Qwen/Qwen2.5-32B-Instruct,license:apache-2.0,text-generation-inference,endpoints_compatible,4-bit,gptq,region:us",,False,https://huggingface.co/Qwen/Qwen2.5-32B-Instruct-GPTQ-Int4,https://api-inference.huggingface.co/models/Qwen/Qwen2.5-32B-Instruct-GPTQ-Int4/v1
Dream-org/Dream-v0-Instruct-7B,Dream-v0-Instruct-7B,Dream-org,486946,156,"transformers,safetensors,Dream,feature-extraction,text-generation,conversational,custom_code,license:apache-2.0,region:us",,False,https://huggingface.co/Dream-org/Dream-v0-Instruct-7B,https://api-inference.huggingface.co/models/Dream-org/Dream-v0-Instruct-7B/v1
lmstudio-community/DeepSeek-R1-0528-Qwen3-8B-MLX-4bit,DeepSeek-R1-0528-Qwen3-8B-MLX-4bit,lmstudio-community,483487,11,"mlx,safetensors,qwen3,text-generation,conversational,base_model:deepseek-ai/DeepSeek-R1-0528-Qwen3-8B,base_model:quantized:deepseek-ai/DeepSeek-R1-0528-Qwen3-8B,license:mit,4-bit,region:us",,False,https://huggingface.co/lmstudio-community/DeepSeek-R1-0528-Qwen3-8B-MLX-4bit,https://api-inference.huggingface.co/models/lmstudio-community/DeepSeek-R1-0528-Qwen3-8B-MLX-4bit/v1
nvidia/NVIDIA-Nemotron-Nano-9B-v2,NVIDIA-Nemotron-Nano-9B-v2,nvidia,482989,492,"transformers,safetensors,nemotron_h,text-generation,nvidia,pytorch,conversational,custom_code,en,es,fr,de,it,ja,dataset:nvidia/Nemotron-Post-Training-Dataset-v1,dataset:nvidia/Nemotron-Post-Training-Dataset-v2,dataset:nvidia/Nemotron-Pretraining-Dataset-sample,dataset:nvidia/Nemotron-CC-v2,dataset:nvidia/Nemotron-CC-Math-v1,dataset:nvidia/Nemotron-Pretraining-SFT-v1,arxiv:2504.03624,arxiv:2508.14444,arxiv:2412.02595,base_model:nvidia/NVIDIA-Nemotron-Nano-12B-v2,base_model:finetune:nvidia/NVIDIA-Nemotron-Nano-12B-v2,license:other,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2,https://api-inference.huggingface.co/models/nvidia/NVIDIA-Nemotron-Nano-9B-v2/v1
nvidia/Llama-3.1-8B-Instruct-FP8,Llama-3.1-8B-Instruct-FP8,nvidia,480037,36,"transformers,safetensors,llama,text-generation,conversational,base_model:meta-llama/Llama-3.1-8B-Instruct,base_model:finetune:meta-llama/Llama-3.1-8B-Instruct,license:llama3.1,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/nvidia/Llama-3.1-8B-Instruct-FP8,https://api-inference.huggingface.co/models/nvidia/Llama-3.1-8B-Instruct-FP8/v1
Qwen/Qwen3-8B-FP8,Qwen3-8B-FP8,Qwen,478892,59,"transformers,safetensors,qwen3,text-generation,conversational,arxiv:2309.00071,arxiv:2505.09388,base_model:Qwen/Qwen3-8B,base_model:quantized:Qwen/Qwen3-8B,license:apache-2.0,text-generation-inference,endpoints_compatible,fp8,region:us",,False,https://huggingface.co/Qwen/Qwen3-8B-FP8,https://api-inference.huggingface.co/models/Qwen/Qwen3-8B-FP8/v1
trl-internal-testing/tiny-random-LlamaForCausalLM,tiny-random-LlamaForCausalLM,trl-internal-testing,463802,8,"transformers,pytorch,safetensors,llama,text-generation,arxiv:1910.09700,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/trl-internal-testing/tiny-random-LlamaForCausalLM,https://api-inference.huggingface.co/models/trl-internal-testing/tiny-random-LlamaForCausalLM/v1
huihui-ai/Qwen2.5-72B-Instruct-abliterated,Qwen2.5-72B-Instruct-abliterated,huihui-ai,463679,46,"transformers,safetensors,qwen2,text-generation,chat,abliterated,uncensored,conversational,zho,eng,fra,spa,por,deu,ita,rus,jpn,kor,vie,tha,ara,base_model:Qwen/Qwen2.5-72B-Instruct,base_model:finetune:Qwen/Qwen2.5-72B-Instruct,license:other,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/huihui-ai/Qwen2.5-72B-Instruct-abliterated,https://api-inference.huggingface.co/models/huihui-ai/Qwen2.5-72B-Instruct-abliterated/v1
